Manoel Urbano,100,BR,1561780589,84,-8.84,-69.26,296.072,1.01
Dakar,20,SN,1561780590,83,14.69,-17.45,297.15,1
Scarborough,0,GB,1561780384,93,54.28,-0.41,286.48,3.6
Tuatapere,100,NZ,1561780592,61,-46.13,167.69,286.48,5.36
Florianopolis,75,BR,1561780603,88,-27.6,-48.55,295.93,5.7
Lampang,75,TH,1561780604,58,18.29,99.49,304.15,3.1
Olga,1,US,1561780604,68,34.11,-118.17,296.15,3.6
Mocorito,64,MX,1561780605,62,25.48,-107.92,303.15,0.89
Muana,5,BR,1561780605,98,-1.53,-49.22,296.232,1.2
Mae Hong Son,75,MM,1561780605,62,19.3,97.96,303.15,1.5
Patacamaya,1,BO,1561780606,55,-17.23,-67.92,279.072,3.57
San Vicente,75,EC,1561780606,83,-0.59,-80.41,296.15,3.6
Xuddur,0,SO,1561780607,81,4.12,43.89,293.602,7.16
Kampot,75,KH,1561780520,94,10.62,104.18,301.15,1
Karaton,20,ID,1561780608,52,-6.34,106.1,304.15,4.1
Omboue,5,GA,1561780608,83,-1.57,9.26,296.362,7.19
Narathiwat,20,TH,1561780620,70,6.43,101.8,304.15,1.5
Kasangulu,75,CD,1561780620,83,-4.59,15.17,294.15,2.1
Leningradskiy,100,RU,1561780620,97,69.38,178.42,276.032,1.3
Batemans Bay,0,AU,1561780621,46,-35.71,150.18,294.82,3.86
Lavrentiya,96,RU,1561780621,79,65.58,-170.99,284.552,4.14
Egvekinot,99,RU,1561780622,77,66.32,-179.17,280.052,7.3
Padang,20,ID,1561780622,79,-0.92,100.36,303.15,1.5
Malokakhovka,1,UA,1561780622,79,46.78,33.45,286.662,4.05
Pochutla,0,MX,1561780623,74,15.74,-96.47,299.82,3.76
Tual,100,ID,1561780623,83,-5.67,132.75,299.292,9.02
Volax,40,GR,1561780623,77,41.32,24,297.59,3.6
Ahipara,0,NZ,1561780624,87,-35.17,173.16,290.37,4.96
Kurchum,24,KZ,1561780529,62,48.57,83.65,292.822,1.89
Alta,100,NO,1561780624,53,69.97,23.27,284.15,5.7
San Carlos de Bariloche,75,AR,1561780631,82,-41.13,-71.31,273.15,3.1
Mariental,20,BR,1561780631,93,-25.72,-49.65,291.48,1
Marzuq,37,YE,1561780632,53,14.4,46.47,296.982,2.86
Orapa,67,BW,1561780632,45,-21.28,25.37,284.972,2.75
Pitimbu,90,BR,1561780632,100,-7.47,-34.81,296.15,3.1
Gibsons,90,CA,1561780633,93,49.4,-123.51,290.93,0.99
Kudahuvadhoo,94,MV,1561780611,76,2.67,72.89,302.142,5.65
Palmerston,0,AU,1561780633,33,-12.49,130.99,304.26,4.1
Calama,0,CL,1561780634,36,-22.46,-68.93,282.15,5.1
Comodoro Rivadavia,0,AR,1561780634,80,-45.87,-67.48,274.15,3.6
Oranjemund,0,ZA,1561780635,90,-28.55,16.43,285.972,4.04
Tjome,100,NO,1561780635,100,59.11,10.39,288.71,0.5
Athabasca,100,CA,1561780393,89,54.72,-113.29,287.652,2.3
Yushu,77,CN,1561780648,59,44.84,126.53,295.282,2.83
Carutapera,0,BR,1561780648,95,-1.2,-46.02,297.552,2.76
Tutoia,0,BR,1561780648,95,-2.76,-42.27,296.522,1.86
Linqiong,20,CN,1561780649,78,30.42,103.46,300.15,2
Black Diamond,1,CA,1561780649,50,50.69,-114.23,290.37,4.6
Agdas,75,AZ,1561780650,78,40.65,47.48,299.15,4.1
Tshikapa,0,CD,1561780650,46,-6.42,20.79,292.972,1.12
Pogar,0,RU,1561780652,85,52.55,33.26,282.322,5.68
San Andres,100,PH,1561780663,67,13.32,122.68,303.742,6.49
Mamakan,17,RU,1561780664,38,57.82,114.02,296.692,2.47
Zeya,9,RU,1561780664,26,53.74,127.27,297.602,5.13
Camacha,40,PT,1561780665,68,33.08,-16.33,292.15,4.1
Contamana,46,PE,1561780665,95,-7.35,-75.01,295.292,0.76
Fairbanks,1,US,1561780648,34,64.84,-147.72,301.15,2.6
Sorland,100,NO,1561780666,76,67.67,12.69,280.312,8.7
Hasaki,75,JP,1561780666,94,35.73,140.83,294.26,4.1
Kisangani,48,CD,1561780667,87,0.52,25.21,293.632,0.49
Yvetot,0,FR,1561780667,87,49.62,0.75,295.15,2.1
Progreso,90,UY,1561780668,100,-34.68,-56.22,287.15,6.2
Weligama,53,LK,1561780668,76,5.97,80.42,301.452,6.79
Altay,0,CN,1561780675,40,47.83,88.13,294.522,2.35
Poli,15,CM,1561780675,96,8.48,13.24,294.372,0.29
Cabedelo,90,BR,1561780675,100,-6.97,-34.84,296.15,3.1
Rio Grande,34,BR,1561780676,94,-32.03,-52.1,292.722,2.86
High Level,75,CA,1561780676,68,58.52,-117.13,292.15,1.5
Grand-Santi,86,GF,1561780676,99,4.27,-54.38,295.412,0.33
Nancha,100,CN,1561780677,99,47.14,129.26,283.902,1.75
Asosa,91,ET,1561780677,97,10.07,34.53,291.472,0.91
Aykhal,0,RU,1561780678,32,65.95,111.51,301.15,1
Saint-Pierre,0,FR,1561780678,87,48.95,4.24,289.15,3.1
Buloh Kasap,75,MY,1561780678,70,2.55,102.76,304.15,2.6
Gazi,20,GR,1561780679,88,35.33,25.07,300.37,6.7
Mackay,90,CA,1561780679,71,53.65,-115.58,287.15,3.1
Vestmanna,35,FO,1561780679,93,62.16,-7.17,283.15,2.6
Agaro,100,ET,1561780680,97,7.86,36.59,286.922,1.35
Chicama,90,PE,1561780691,88,-7.84,-79.15,291.15,3.6
Qaqortoq,81,GL,1561780691,76,60.72,-46.03,283.15,2.1
Great Falls,75,US,1561780692,67,47.5,-111.29,289.15,4.34
Minot,1,US,1561780692,73,48.23,-101.3,296.48,3.1
Santiago,91,PH,1561780693,81,16.69,121.54,299.682,0.68
Port Pirie,75,AU,1561780693,81,-33.18,138.01,285.15,8.2
Flin Flon,100,CA,1561780693,63,54.77,-101.88,290.752,1.72
Richards Bay,0,ZA,1561780694,55,-28.77,32.06,294.822,5.06
Humaita,0,AR,1561780694,58,-24.93,-65.37,288.15,3.6
Samarai,89,PG,1561780695,93,-10.62,150.67,297.542,3.82
Tabas,12,IR,1561780695,16,33.6,56.92,304.15,1
San Quintin,99,PH,1561780695,68,17.54,120.52,303.232,3.72
Te Anau,100,NZ,1561780696,73,-45.41,167.72,281.852,4.53
Ordu,75,TR,1561780702,64,40.98,37.88,297.15,5.1
Soyo,28,AO,1561780703,82,-6.13,12.37,295.282,6.73
Ballina,0,IE,1561780703,94,54.11,-9.15,287.59,0.45
Bang Saphan,20,TH,1561780704,74,11.21,99.51,304.15,2.6
Mezen,100,RU,1561780704,81,65.85,44.24,282.042,5.66
Adelfia,0,IT,1561780705,78,41,16.87,298.71,3.6
Aklavik,40,CA,1561780597,50,68.22,-135.01,287.15,2.6
Batagay,83,RU,1561780706,72,67.65,134.64,287.912,4.31
Giyon,90,ET,1561780706,95,8.53,37.98,288.932,0.5
Basco,40,US,1561780706,100,40.33,-91.2,295.37,2.91
Belyy Yar,0,RU,1561780707,47,53.6,91.39,298.15,1
Alenquer,0,BR,1561780707,81,-1.95,-54.74,298.132,2.7
Yantal,4,RU,1561780707,31,56.85,105.25,300.672,5.26
Puerto Plata,40,DO,1561780714,88,19.79,-70.69,299.82,5.1
Hobyo,94,SO,1561780714,77,5.35,48.53,297.752,8.57
Najran,0,SA,1561780715,15,17.54,44.22,298.15,1.04
Lenger,90,KZ,1561780715,37,42.18,69.89,302.15,1
Ouadda,100,CF,1561780715,95,8.07,22.4,292.772,0.94
Qarqin,8,AF,1561780716,22,37.41,66.03,305.432,1.43
Shelburne,20,CA,1561780716,100,44.08,-80.2,294.26,1
Bubaque,99,GW,1561780605,83,11.28,-15.83,299.602,6.43
Vinh,0,VN,1561780717,41,18.67,105.69,309.242,5.26
Benesov nad Ploucnici,0,CZ,1561780717,87,50.74,14.31,285.37,2.6
Seoul,40,KR,1561780628,78,37.57,126.98,298.15,2.1
Nabire,100,ID,1561780718,96,-3.36,135.5,296.062,1.01
Morlenbach,0,DE,1561780718,59,49.6,8.73,292.15,5.1
College,1,US,1561780718,34,64.86,-147.8,303.15,2.6
Yinchuan,90,CN,1561780719,27,38.48,106.21,296.482,2.43
Anadyr,90,RU,1561780730,76,64.73,177.51,283.15,8
Campbell River,90,CA,1561780730,93,50.02,-125.24,288.15,1
Kurumkan,97,RU,1561780731,49,54.33,110.32,289.832,2.08
Pisco,0,PE,1561780731,82,-13.71,-76.2,290.37,2.1
Cayenne,37,GF,1561780731,94,4.94,-52.33,298.15,3.1
Huai Thalaeng,40,TH,1561780732,66,15,102.65,305.37,5.1
Aldan,36,RU,1561780733,35,58.61,125.39,298.142,3.27
Petropavlovsk-Kamchatskiy,0,RU,1561780733,49,53.05,158.65,294.15,5
Kisiwani,0,TZ,1561780733,76,-4.13,37.95,288.822,1.92
Waipawa,0,NZ,1561780734,68,-39.94,176.59,283.15,0.89
Svetlogorsk,75,RU,1561780734,77,53.14,59.15,288.15,2
Ayan,0,IR,1561780734,60,38.23,44.7,294.15,1.46
Atasu,46,KZ,1561780735,78,48.68,71.64,289.702,8.47
Dubrovka,0,RU,1561780746,58,59.85,30.93,287.04,4
Ulladulla,0,AU,1561780563,40,-35.36,150.48,294.82,4.6
Ouesso,87,CG,1561780747,84,1.61,16.05,295.162,0.13
Orlik,0,PL,1561780747,87,53.95,17.74,289.26,5.1
Mayumba,1,GA,1561780748,81,-3.44,10.65,295.352,5.79
Ganzhou,100,CN,1561780748,62,25.86,114.93,305.452,3.06
La Asuncion,81,AR,1561780748,27,-26.05,-65.39,286.882,2.16
Yarada,75,IN,1561780749,66,17.65,83.27,306.15,5.1
Karratha,0,AU,1561780749,27,-20.74,116.85,295.512,10.38
Notse,100,TG,1561780750,98,6.95,1.17,294.792,1.57
Lagoa,0,PT,1561780750,73,37.14,-8.45,295.15,2.1
Itarema,0,BR,1561780751,91,-2.92,-39.92,295.812,2.49
Atherton,90,AU,1561780528,83,-17.27,145.48,296.48,6.2
Liverpool,75,GB,1561780613,82,53.41,-2.98,292.04,2.1
Lesnikovo,0,RU,1561780758,62,55.28,65.32,289.872,2.84
Usinsk,86,RU,1561780465,53,66,57.56,290.462,5.52
Howard Springs,0,AU,1561780759,33,-12.5,131.05,304.26,4.1
Yichun,100,CN,1561780759,99,47.72,128.88,284.232,3.81
Eldorado,5,BR,1561780759,97,-24.52,-48.11,290.052,0.64
Henties Bay,0,NA,1561780760,92,-22.12,14.28,285.37,0.45
Nosy Varika,29,MG,1561780761,94,-20.58,48.53,293.422,1.54
Kahramanmaras,20,TR,1561780579,65,37.58,36.93,298.15,9.3
Ous,0,RU,1561780762,47,60.91,61.52,289.612,3.62
Jabinyanah,0,TN,1561780762,57,35.03,10.91,297.15,1
Marfino,90,RU,1561780763,93,56.07,37.56,284.15,10
